Code,Description
T568,Other specified other excision of other fascia
T562,Revision of dermofasciectomy
T571,Freeing of adhesions of fascia
T572,Biopsy of lesion of fascia
T573,Repair of fascia
T574,Stripping of fascia
T578,Other specified other operations on fascia
T591,Excision of ganglion of wrist
T592,Excision of ganglion of hand NEC
T593,Excision of ganglion of knee
T594,Excision of ganglion of foot
T598,Other specified excision of ganglion
T599,Unspecified excision of ganglion
T601,Re-excision of ganglion of wrist
T602,Re-excision of ganglion of hand NEC
T603,Re-excision of ganglion of knee
T604,Re-excision of ganglion of foot
T608,Other specified re-excision of ganglion
T611,Aspiration of ganglion
T618,Other specified other operations on ganglion
T619,Unspecified other operations on ganglion
T621,Total excision of bursa
T622,Excision of bursa NEC
T624,Aspiration of bursa
T625,Injection into bursa
T626,Exploration of bursa
T628,Other specified operations on bursa
T641,Multiple transfer of tendon to tendon
T642,Transfer of tendon to tendon NEC
T643,Multiple insertion of tendons into bone
T644,Insertion of tendon into bone NEC
T645,Tenodesis
T648,Other specified transposition of tendon
T649,Unspecified transposition of tendon
T651,Sacrifice of tendon
T652,Excision of lesion of tendon
T658,Other specified excision of tendon
T659,Unspecified excision of tendon
T671,Primary repair of tendon using tendon transfer procedure
T672,Primary repair of tendon using lengthening procedure
T673,Primary repair of tendon using permanent prosthesis
T674,Primary repair of tendon using temporary prosthesis
T675,Primary repair of tendon using graft
T676,Primary simple repair of tendon
T678,Other specified primary repair of tendon
T679,Unspecified primary repair of tendon
T681,Secondary repair of tendon using tendon transfer procedure
T682,Secondary repair of tendon using lengthening procedure
T683,Secondary repair of tendon using permanent prosthesis
T684,Secondary repair of tendon using temporary prosthesis
T685,Secondary repair of tendon using graft
T686,Secondary simple repair of tendon
T688,Other specified secondary repair of tendon
T689,Unspecified secondary repair of tendon
T691,Primary tenolysis
T692,Revision of tenolysis
T698,Other specified freeing of tendon
T699,Unspecified freeing of tendon
T701,Subcutaneous tenotomy
T702,Tenotomy NEC
T703,Adjustment to muscle origin of tendon
T704,Shortening of tendon NEC
T705,Lengthening of tendon
T708,Other specified adjustment to length of tendon
T709,Unspecified adjustment to length of tendon
T711,Tenosynovectomy
T718,Other specified excision of sheath of tendon
T719,Unspecified excision of sheath of tendon
T721,Reconstruction of sheath of tendon
T723,Release of constriction of sheath of tendon
T724,Exploration of sheath of tendon
T728,Other specified other operations on sheath of tendon
T742,Removal of prosthesis from tendon
T746,Autologous blood injection into tendon
T748,Other specified other operations on tendon
T749,Unspecified other operations on tendon
T791,Plastic repair of rotator cuff of shoulder NEC
T792,Quadricepsplasty
T793,Revisional repair of rotator cuff NEC
T794,Plastic repair of multiple tears of rotator cuff of shoulder
T795,Revisional repair of multiple tears of rotator cuff of shoulder
T798,Other specified repair of muscle
T799,Unspecified repair of muscle
T612,Biopsy of ganglion
T623,Biopsy of lesion of bursa
T722,Biopsy of lesion of sheath of tendon
T741,Biopsy of lesion of tendon NEC
T743,Exploration of tendon NEC
T811,Percutaneous biopsy of muscle
T813,Biopsy of lesion of muscle NEC
T818,Other specified biopsy of muscle
T819,Unspecified biopsy of muscle
T831,Destruction of lesion of muscle
T832,Division of muscle
T833,Stretching of muscle
T834,Exploration of muscle
T838,Other specified other operations on muscle
V231,Revisional anterior decompression of cervical spinal cord and fusion of joint of cervical spine
V232,Revisional anterior decompression of cervical spinal cord NEC
V233,Revisional foraminotomy of cervical spine
V234,Revisional anterior corpectomy of cervical spine with reconstruction HFQ
V235,Revisional decompression of posterior fossa and upper cervical spinal cord and instrumentation
V236,Revisional decompression of posterior fossa and upper cervical spinal cord NEC
V237,Revisional laminoplasty of cervical spine
V238,Other specified revisional decompression operations on cervical spine
V239,Unspecified revisional decompression operations on cervical spine
V243,Revisional decompression of thoracic spinal cord NEC
V244,Primary anterior corpectomy of thoracic spine and reconstruction HFQ
V245,Revisional anterior corpectomy of thoracic spine and reconstruction HFQ
V261,Revisional extended decompression of lumbar spine and intertransverse fusion of joint of lumbar spine
V262,Revisional extended decompression of lumbar spine NEC
V263,Revisional posterior decompression of lumbar spine and intertransverse fusion of joint of lumbar spine
V264,Revisional posterior laminectomy decompression of lumbar spine
V265,Revisional posterior decompression of lumbar spine NEC
V266,Revisional lateral foraminotomy of lumbar spine
V267,Revisional anterior corpectomy of lumbar spine and reconstruction HFQ
V268,Other specified revisional decompression operations on lumbar spine
V269,Unspecified revisional decompression operations on lumbar spine
V273,Revisional decompression of spinal cord NEC
V281,Primary insertion of lumbar interspinous process spacer
V288,Other specified insertion of lumbar interspinous process spacer
V291,Primary laminectomy excision of cervical intervertebral disc
V292,Primary hemilaminectomy excision of cervical intervertebral disc
V293,Primary fenestration excision of cervical intervertebral disc
V294,Primary anterior excision of cervical intervertebral disc and interbody fusion of joint of cervical spine
V295,Primary anterior excision of cervical intervertebral disc NEC
V296,Primary microdiscectomy of cervical intervertebral disc
V298,Other specified primary excision of cervical intervertebral disc
V299,Unspecified primary excision of cervical intervertebral disc
V301,Revisional laminectomy excision of cervical intervertebral disc
V304,Revisional anterior excision of cervical intervertebral disc and interbody fusion of joint of cervical spine
V305,Revisional anterior excision of cervical intervertebral disc NEC
V309,Unspecified revisional excision of cervical intervertebral disc
V311,Primary anterolateral excision of thoracic intervertebral disc and graft HFQ
V312,Primary anterolateral excision of thoracic intervertebral disc NEC
V313,Primary costotransversectomy of thoracic intervertebral disc
V314,Primary percutaneous endoscopic excision of thoracic intervertebral disc
V318,Other specified primary excision of thoracic intervertebral disc
V319,Unspecified primary excision of thoracic intervertebral disc
V322,Revisional anterolateral excision of thoracic intervertebral disc NEC
V328,Other specified revisional excision of thoracic intervertebral disc
V331,Primary laminectomy excision of lumbar intervertebral disc
V332,Primary fenestration excision of lumbar intervertebral disc
V333,Primary anterior excision of lumbar intervertebral disc and interbody fusion of joint of lumbar spine
V334,Primary anterior excision of lumbar intervertebral disc NEC
V335,Primary anterior excision of lumbar intervertebral disc and posterior graft fusion of joint of lumbar spine
V336,Primary anterior excision of lumbar intervertebral disc and posterior instrumentation of lumbar spine
V337,Primary microdiscectomy of lumbar intervertebral disc
V338,Other specified primary excision of lumbar intervertebral disc
V339,Unspecified primary excision of lumbar intervertebral disc
V341,Revisional laminectomy excision of lumbar intervertebral disc
V342,Revisional fenestration excision of lumbar intervertebral disc
V343,Revisional anterior excision of lumbar intervertebral disc and interbody fusion of joint of lumbar spine
V344,Revisional anterior excision of lumbar intervertebral disc NEC
V345,Revisional anterior excision of lumbar intervertebral disc and posterior graft fusion of joint of lumbar spine
V346,Revisional anterior excision of lumbar intervertebral disc and posterior instrumentation of lumbar spine
V347,Revisional microdiscectomy of lumbar intervertebral disc
V348,Other specified revisional excision of lumbar intervertebral disc
V349,Unspecified revisional excision of lumbar intervertebral disc
V351,Primary excision of intervertebral disc NEC
V352,Revisional excision of intervertebral disc NEC
V358,Other specified excision of unspecified intervertebral disc
V361,Prosthetic replacement of cervical intervertebral disc
V363,Prosthetic replacement of lumbar intervertebral disc
V368,Other specified prosthetic replacement of intervertebral disc
V371,Posterior fusion of atlantoaxial joint NEC
V372,Posterior fusion of joint of cervical spine NEC
V374,Fusion of atlanto-occipital joint
V376,Posterior fusion of atlantoaxial joint using pedicle screw
V377,Fusion of occipitocervical junction NEC
V378,Other specified primary fusion of joint of cervical spine
V379,Unspecified primary fusion of joint of cervical spine
V381,Primary fusion of joint of thoracic spine
V382,Primary posterior interlaminar fusion of joint of lumbar spine
V383,Primary posterior fusion of joint of lumbar spine NEC
V384,Primary intertransverse fusion of joint of lumbar spine NEC
V385,Primary posterior interbody fusion of joint of lumbar spine
V386,Primary transforaminal interbody fusion of joint of lumbar spine
V388,Other specified primary fusion of other joint of spine
V389,Unspecified primary fusion of other joint of spine
V391,Revisional fusion of joint of cervical spine NEC
V392,Revisional fusion of joint of thoracic spine
V393,Revisional posterior interlaminar fusion of joint of lumbar spine
V394,Revisional posterior fusion of joint of lumbar spine NEC
V395,Revisional intertransverse fusion of joint of lumbar spine NEC
V396,Revisional posterior interbody fusion of joint of lumbar spine
V397,Revisional transforaminal interbody fusion of joint of lumbar spine
V398,Other specified revisional fusion of joint of spine
V401,Non-rigid stabilisation of spine
V402,Posterior instrumented fusion of cervical spine NEC
V403,Posterior instrumented fusion of thoracic spine NEC
V404,Posterior instrumented fusion of lumbar spine NEC
V405,Removal of instrumentation from spine
V411,Posterior attachment of correctional instrument to spine
V412,Anterior attachment of correctional instrument to spine
V413,Removal of correctional instrument from spine
V414,Anterior and posterior attachment of correctional instrument to spine
V415,Posterior attachment of spinal growing system
V416,Attention to spinal growing system
V417,Surgical distraction of spinal growing system
V418,Other specified instrumental correction of deformity of spine
V419,Unspecified instrumental correction of deformity of spine
V422,Epiphysiodesis of spinal apophyseal joint for correction of deformity
V423,Anterolateral release of spine for correction of deformity and graft HFQ
V425,Anterior epiphysiodesis of spine for correction of deformity NEC
V426,Posterior epiphysiodesis of spine for correction of deformity NEC
V428,Other specified other correction of deformity of spine
V431,Excision of lesion of cervical vertebra
V432,Excision of lesion of thoracic vertebra
V433,Excision of lesion of lumbar vertebra
V438,Other specified extirpation of lesion of spine
V471,Biopsy of cervical vertebra
V472,Biopsy of thoracic vertebra
V473,Biopsy of lumbar vertebra
V478,Other specified biopsy of spine
V479,Unspecified biopsy of spine
V491,Exploratory cervical laminectomy
V492,Exploratory thoracic laminectomy
V493,Exploratory lumbar laminectomy
V494,Exploratory laminectomy NEC
V498,Other specified exploration of spine
V499,Unspecified exploration of spine
V511,Primary direct lateral excision of lumbar intervertebral disc and interbody fusion of joint of lumbar spine
V521,Enzyme destruction of intervertebral disc
V522,Destruction of intervertebral disc NEC
V523,Discography of intervertebral disc
V524,Biopsy of lesion of intervertebral disc NEC
V528,Other specified other operations on intervertebral disc
V541,Transoral excision of odontoid process of axis
V542,Graft of bone to spine NEC
V543,Osteotomy of spine NEC
V544,Injection around spinal facet of spine
V548,Other specified other operations on spine
V551,One level of spine
V552,Two levels of spine
V553,Greater than two levels of spine
V568,Other specified primary foraminoplasty of spine
V581,Primary automated percutaneous mechanical excision of cervical intervertebral disc
V601,Primary percutaneous decompression using coblation to cervical intervertebral disc
V603,Primary percutaneous decompression using coblation to lumbar intervertebral disc
V618,Other specified revisional percutaneous decompression using coblation to intervertebral disc
V621,Primary percutaneous intradiscal radiofrequency thermocoagulation to cervical intervertebral disc
V622,Primary percutaneous intradiscal radiofrequency thermocoagulation to thoracic intervertebral disc
V623,Primary percutaneous intradiscal radiofrequency thermocoagulation to lumbar intervertebral disc
V661,Revisional fusion of occipitocervical junction
V664,Revisional posterior fusion of atlantoaxial joint NEC
V671,Primary posterior lumbar medial facetectomy
V672,Primary hemilaminectomy decompression of lumbar spine
V681,Revisional posterior lumbar medial facetectomy
V682,Revisional hemilaminectomy decompression of lumbar spine
W012,Pollicisation of finger
W013,Reconstruction of thumb using bone graft and skin flap
W014,Reconstruction of thumb using bone lengthening procedure
W015,Opposition transfer to thumb
W018,Other specified complex reconstruction of thumb
W021,Proximal row carpectomy
W022,Metacarpal support operations on carpus
W023,Multiple joint reconstruction of hand NEC
W024,Complex reconstruction of soft tissue of hand NEC
W028,Other specified other complex reconstruction of hand
W031,Excision of heads of multiple lesser metatarsals
W032,Osteotomy of multiple metatarsals
W033,Total correction of claw toe
W034,Transfer of extensor hallucis longus tendon to head of first metatarsal and fusion of interphalangeal joints
W035,Localised fusion of joints of midfoot and forefoot
W036,Osteotomy of multiple metatarsals and fixation HFQ
W038,Other specified complex reconstruction of forefoot
W039,Unspecified complex reconstruction of forefoot
W041,Localised fusion of joints of hindfoot
W042,Triple fusion of joints of hindfoot
W043,Subtalar fusion of joints of hindfoot
W044,Stripping of muscle from os calcis
W045,Release of medial soft tissue of hindfoot and excision of lateral wedge of os calcis and fusion of os calcis
W048,Other specified complex reconstruction of hindfoot
W049,Unspecified complex reconstruction of hindfoot
W051,Articulated prosthetic replacement of bone
W052,Implantation massive endoprosthetic replacement of bone
W053,Implantation endoprosthetic replacement of bone NEC
W054,Attention to massive endoprosthesis of bone
W055,Attention to endoprosthesis of bone NEC
W058,Other specified prosthetic replacement of bone
W059,Unspecified prosthetic replacement of bone
W063,Total excision of patella
W064,Total excision of sesamoid bone NEC
W065,Total excision of bone of foot NEC
W066,Total excision of coccyx
W067,Total excision of pelvic bones
W068,Other specified total excision of bone
W069,Unspecified total excision of bone
W071,Excision of cross union of bone
W072,Excision of periarticular ectopic bone
W073,Excision of intramuscular ectopic bone
W078,Other specified excision of ectopic bone
W079,Unspecified excision of ectopic bone
W081,Excision of natural protuberance of bone
W082,Excision of overgrowth of bone
W083,Excision of excrescence of bone
W084,Excision of fragment of bone
W085,Partial excision of bone NEC
W086,Disarticulation of bone
W087,Excision of accessory ossicle
W088,Other specified other excision of bone
W089,Unspecified other excision of bone
W091,Excision of lesion of bone NEC
W092,Curettage of lesion of bone and graft HFQ
W093,Curettage of lesion of bone NEC
W094,Destruction of lesion of bone NEC
W095,Curettage of tumour of bone and graft HFQ
W096,Curettage of tumour of bone NEC
W097,Excision of tumour of bone
W098,Other specified extirpation of lesion of bone
W099,Unspecified extirpation of lesion of bone
W101,Open osteoclasis and angular correction and internal fixation HFQ
W102,Open osteoclasis and angular correction and external fixation HFQ
W104,Open osteoclasis and internal fixation NEC
W105,Open osteoclasis and external fixation NEC
W108,Other specified open surgical fracture of bone
W109,Unspecified open surgical fracture of bone
W111,Closed osteoclasis
W119,Unspecified other surgical fracture of bone
W121,Biosseus angulation periarticular osteotomy and internal fixation HFQ
W122,Angulation periarticular osteotomy and internal fixation NEC
W123,Biosseus angulation periarticular osteotomy and external fixation HFQ
W124,Angulation periarticular osteotomy and external fixation NEC
W125,Biosseus angulation periarticular osteotomy NEC
W128,Other specified angulation periarticular division of bone
W129,Unspecified angulation periarticular division of bone
W131,Rotation periarticular osteotomy
W132,Displacement osteotomy
W133,Cuneiform osteotomy NEC
W134,Relocation and derotation osteotomy
W138,Other specified other periarticular division of bone
W139,Unspecified other periarticular division of bone
W141,Angulation diaphyseal osteotomy and internal fixation HFQ
W142,Angulation diaphyseal osteotomy and external fixation HFQ
W143,Angulation diaphyseal osteotomy NEC
W144,Rotation diaphyseal osteotomy and internal fixation HFQ
W145,Rotation diaphyseal osteotomy and external fixation HFQ
W146,Rotation diaphyseal osteotomy NEC
W148,Other specified diaphyseal division of bone
W149,Unspecified diaphyseal division of bone
W151,Osteotomy of neck of first metatarsal bone
W152,Osteotomy of base of first metatarsal bone
W153,Osteotomy of first metatarsal bone NEC
W154,Osteotomy of head of metatarsal bone
W155,Osteotomy of midfoot tarsal bone
W156,Cuneiform osteotomy of proximal phalanx with resection of head of first metatarsal
W157,Osteotomy of bone of foot and fixation HFQ
W158,Other specified division of bone of foot
W159,Unspecified division of bone of foot
W161,Multiple osteotomy and internal fixation HFQ
W162,Multiple osteotomy and external fixation HFQ
W163,Multiple osteotomy NEC
W164,Osteotomy and internal fixation NEC
W165,Osteotomy and external fixation NEC
W168,Other specified other division of bone
W169,Unspecified other division of bone
W171,Step cut lengthening of bone
W172,Traction lengthening of diaphysis of bone
W173,Traction lengthening of epiphyseal plate of bone
W174,Shortening of bone
W175,Revision of reconstruction of bone
W178,Other specified other reconstruction of bone
W179,Unspecified other reconstruction of bone
W196,Primary open reduction of fragment of bone and fixation using wire system
W205,Primary open reduction of fracture of ankle and extramedullary fixation NEC
W271,Permanent cross union epiphysiodesis
W272,Epiphysioplasty
W273,Insertion of staple into epiphysis
W274,Removal of staple from epiphysis
W275,Temporary fixation of epiphysis
W278,Other specified fixation of epiphysis
W279,Unspecified fixation of epiphysis
W311,Inlay autograft to cortex of bone
W312,Onlay autograft to cortex of bone
W313,Cancellous strip autograft of bone
W314,Cancellous chip autograft of bone
W315,Vascularised pedicle autograft of bone
W316,Muscle pedicle autograft of bone
W317,Bone tendon autograft of bone
W318,Other specified other autograft of bone
W319,Unspecified other autograft of bone
W321,Prepared graft of bone
W322,Allograft of bone NEC
W323,Xenograft of bone
W324,Synthetic graft of bone
W325,Cancellous chip allograft of bone
W328,Other specified other graft of bone
W329,Unspecified other graft of bone
W331,Open biopsy of lesion of bone
W333,Suture of periosteum
W338,Other specified other open operations on bone
W338,Other specified other open operations on bone
W351,Introduction of therapeutic substance into bone
W352,Introduction of destructive substance into bone
W353,Removal of implanted substance from bone
W354,Therapeutic drilling of bone NEC
W355,Therapeutic percutaneous puncture of bone
W356,Percutaneous radiofrequency ablation of lesion of bone
W358,Other specified therapeutic puncture of bone
W359,Unspecified therapeutic puncture of bone
W361,Percutaneous needle biopsy of lesion of bone
W362,Needle biopsy of lesion of bone NEC
W363,Diagnostic drilling of bone
W370,Conversion from previous cemented total prosthetic replacement of hip joint
W371,Primary total prosthetic replacement of hip joint using cement
W372,Conversion to total prosthetic replacement of hip joint using cement
W373,Revision of total prosthetic replacement of hip joint using cement
W374,Revision of one component of total prosthetic replacement of hip joint using cement
W378,Other specified total prosthetic replacement of hip joint using cement
W379,Unspecified total prosthetic replacement of hip joint using cement
W380,Conversion from previous uncemented total prosthetic replacement of hip joint
W381,Primary total prosthetic replacement of hip joint not using cement
W382,Conversion to total prosthetic replacement of hip joint not using cement
W383,Revision of total prosthetic replacement of hip joint not using cement
W384,Revision of one component of total prosthetic replacement of hip joint not using cement
W388,Other specified total prosthetic replacement of hip joint not using cement
W389,Unspecified total prosthetic replacement of hip joint not using cement
W390,Conversion from previous total prosthetic replacement of hip joint NEC
W391,Primary total prosthetic replacement of hip joint NEC
W392,Conversion to total prosthetic replacement of hip joint NEC
W393,Revision of total prosthetic replacement of hip joint NEC
W394,Attention to total prosthetic replacement of hip joint NEC
W395,Revision of one component of total prosthetic replacement of hip joint NEC
W396,Closed reduction of dislocated total prosthetic replacement of hip joint
W398,Other specified other total prosthetic replacement of hip joint
W399,Unspecified other total prosthetic replacement of hip joint
W400,Conversion from previous cemented total prosthetic replacement of knee joint
W401,Primary total prosthetic replacement of knee joint using cement
W402,Conversion to total prosthetic replacement of knee joint using cement
W403,Revision of total prosthetic replacement of knee joint using cement
W404,Revision of one component of total prosthetic replacement of knee joint using cement
W408,Other specified total prosthetic replacement of knee joint using cement
W409,Unspecified total prosthetic replacement of knee joint using cement
W410,Conversion from previous uncemented total prosthetic replacement of knee joint
W411,Primary total prosthetic replacement of knee joint not using cement
W412,Conversion to total prosthetic replacement of knee joint not using cement
W413,Revision of total prosthetic replacement of knee joint not using cement
W414,Revision of one component of total prosthetic replacement of knee joint not using cement
W418,Other specified total prosthetic replacement of knee joint not using cement
W419,Unspecified total prosthetic replacement of knee joint not using cement
W420,Conversion from previous total prosthetic replacement of knee joint NEC
W421,Primary total prosthetic replacement of knee joint NEC
W422,Conversion to total prosthetic replacement of knee joint NEC
W423,Revision of total prosthetic replacement of knee joint NEC
W424,Attention to total prosthetic replacement of knee joint NEC
W425,Revision of one component of total prosthetic replacement of knee joint NEC
W426,Arthrolysis of total prosthetic replacement of knee joint
W428,Other specified other total prosthetic replacement of knee joint
W429,Unspecified other total prosthetic replacement of knee joint
W431,Primary total prosthetic replacement of joint using cement NEC
W432,Conversion to total prosthetic replacement of joint using cement NEC
W433,Revision of total prosthetic replacement of joint using cement NEC
W434,Revision of one component of total prosthetic replacement of joint using cement NEC
W441,Primary total prosthetic replacement of joint not using cement NEC
W442,Conversion to total prosthetic replacement of joint not using cement NEC
W443,Revision of total prosthetic replacement of joint not using cement NEC
W444,Revision of one component of total prosthetic replacement of joint not using cement NEC
W448,Other specified total prosthetic replacement of other joint not using cement
W449,Unspecified total prosthetic replacement of other joint not using cement
W451,Primary total prosthetic replacement of joint NEC
W452,Conversion to total prosthetic replacement of joint NEC
W453,Revision of total prosthetic replacement of joint NEC
W454,Attention to total prosthetic replacement of joint NEC
W455,Revision of one component of total prosthetic replacement of joint NEC
W458,Other specified other total prosthetic replacement of other joint
W459,Unspecified other total prosthetic replacement of other joint
W460,Conversion from previous cemented prosthetic replacement of head of femur
W461,Primary prosthetic replacement of head of femur using cement
W462,Conversion to prosthetic replacement of head of femur using cement
W463,Revision of prosthetic replacement of head of femur using cement
W468,Other specified prosthetic replacement of head of femur using cement
W469,Unspecified prosthetic replacement of head of femur using cement
W471,Primary prosthetic replacement of head of femur not using cement
W472,Conversion to prosthetic replacement of head of femur not using cement
W473,Revision of prosthetic replacement of head of femur not using cement
W478,Other specified prosthetic replacement of head of femur not using cement
W479,Unspecified prosthetic replacement of head of femur not using cement
W481,Primary prosthetic replacement of head of femur NEC
W483,Revision of prosthetic replacement of head of femur NEC
W484,Attention to prosthetic replacement of head of femur NEC
W485,Closed reduction of dislocated prosthetic replacement of head of femur
W488,Other specified other prosthetic replacement of head of femur
W489,Unspecified other prosthetic replacement of head of femur
W490,Conversion from previous cemented prosthetic replacement of head of humerus
W491,Primary prosthetic replacement of head of humerus using cement
W492,Conversion to prosthetic replacement of head of humerus using cement
W493,Revision of prosthetic replacement of head of humerus using cement
W494,Resurfacing hemiarthroplasty of head of humerus using cement
