code,Description,Category,Abdominal,Cardiac,Obstetrics,Orthopaedic,Thoracic,Vascular,Major,IntermediateorMinor
E558,Other specified open extirpation of lesion of lung,Thoracic,0,0,0,0,1,0,1,0
E559,Unspecified open extirpation of lesion of lung,Thoracic,0,0,0,0,1,0,1,0
E571,Repair of lung,Thoracic,0,0,0,0,1,0,1,0
E572,Ligation of bulla of lung,Thoracic,0,0,0,0,1,0,1,0
E573,Deflation of bulla of lung,Thoracic,0,0,0,0,1,0,1,0
E574,Incision of lung NEC,Thoracic,0,0,0,0,1,0,1,0
E578,Other specified other open operations on lung,Thoracic,0,0,0,0,1,0,1,0
E579,Unspecified other open operations on lung,Thoracic,0,0,0,0,1,0,1,0
E598,Other specified other operations on lung,Thoracic,0,0,0,0,1,0,1,0
E599,Unspecified other operations on lung,Thoracic,0,0,0,0,1,0,1,0
E611,Open excision of lesion of mediastinum,Thoracic,0,0,0,0,1,0,1,0
E612,Open biopsy of lesion of mediastinum,Thoracic,0,0,0,0,1,0,1,0
E613,Open drainage of mediastinum,Thoracic,0,0,0,0,1,0,1,0
E614,Mediastinotomy NEC,Thoracic,0,0,0,0,1,0,1,0
E615,Exploration of mediastinum NEC,Thoracic,0,0,0,0,1,0,1,0
E618,Other specified open operations on mediastinum,Thoracic,0,0,0,0,1,0,1,0
E619,Unspecified open operations on mediastinum,Thoracic,0,0,0,0,1,0,1,0
G011,Oesophagogastrectomy and anastomosis of oesophagus to stomach,Abdominal,1,0,0,0,0,0,1,0
G012,Oesophagogastrectomy and anastomosis of oesophagus to transposed jejunum,Abdominal,1,0,0,0,0,0,1,0
G013,Oesophagogastrectomy and anastomosis of oesophagus to jejunum NEC,Abdominal,1,0,0,0,0,0,1,0
G018,Other specified excision of oesophagus and stomach,Abdominal,1,0,0,0,0,0,1,0
G019,Unspecified excision of oesophagus and stomach,Abdominal,1,0,0,0,0,0,1,0
G021,Total oesophagectomy and anastomosis of pharynx to stomach,Abdominal,1,0,0,0,0,0,1,0
G022,Total oesophagectomy and interposition of microvascularly attached jejunum,Abdominal,1,0,0,0,0,0,1,0
G023,Total oesophagectomy and interposition of jejunum NEC,Abdominal,1,0,0,0,0,0,1,0
G024,Total oesophagectomy and interposition of microvascularly attached colon,Abdominal,1,0,0,0,0,0,1,0
G025,Total oesophagectomy and interposition of colon NEC,Abdominal,1,0,0,0,0,0,1,0
G028,Other specified total excision of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G029,Unspecified total excision of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G031,Partial oesophagectomy and end to end anastomosis of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G032,Partial oesophagectomy and interposition of microvascularly attached jejunum,Abdominal,1,0,0,0,0,0,1,0
G033,Partial oesophagectomy and anastomosis of oesophagus to transposed jejunum,Abdominal,1,0,0,0,0,0,1,0
G034,Partial oesophagectomy and anastomosis of oesophagus to jejunum NEC,Abdominal,1,0,0,0,0,0,1,0
G035,Partial oesophagectomy and interposition of microvascularly attached colon,Abdominal,1,0,0,0,0,0,1,0
G036,Partial oesophagectomy and interposition of colon NEC,Abdominal,1,0,0,0,0,0,1,0
G038,Other specified partial excision of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G039,Unspecified partial excision of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G041,Excision of lesion of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G042,Open laser destruction of lesion of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G043,Open destruction of lesion of oesophagus NEC,Abdominal,1,0,0,0,0,0,1,0
G048,Other specified open extirpation of lesion of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G049,Unspecified open extirpation of lesion of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G051,Bypass of oesophagus by anastomosis of oesophagus to oesophagus,Abdominal,1,0,0,0,0,0,1,0
G052,Bypass of oesophagus by anastomosis of oesophagus to stomach,Abdominal,1,0,0,0,0,0,1,0
G053,Bypass of oesophagus by interposition of microvascularly attached jejunum,Abdominal,1,0,0,0,0,0,1,0
G054,Bypass of oesophagus by interposition of jejunum NEC,Abdominal,1,0,0,0,0,0,1,0
G055,Bypass of oesophagus by interposition of microvascularly attached colon,Abdominal,1,0,0,0,0,0,1,0
G056,Bypass of oesophagus by interposition of colon NEC,Abdominal,1,0,0,0,0,0,1,0
G058,Other specified bypass of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G059,Unspecified bypass of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G060,Conversion from previous direct anastomosis of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G061,Revision of interposition anastomosis of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G062,Revision of anastomosis of oesophagus NEC,Abdominal,1,0,0,0,0,0,1,0
G063,Removal of bypass of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G064,Closure of bypass of oesophagus NEC,Abdominal,1,0,0,0,0,0,1,0
G068,Other specified attention to connection of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G069,Unspecified attention to connection of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G071,Closure of tracheo-oesophageal fistula,Abdominal,1,0,0,0,0,0,1,0
G072,Closure of fistula of oesophagus NEC,Abdominal,1,0,0,0,0,0,1,0
G073,Correction of congenital atresia of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G074,Repair of rupture of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G078,Other specified repair of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G079,Unspecified repair of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G081,Exteriorisation of pouch of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G082,External fistulisation of oesophagus NEC,Abdominal,1,0,0,0,0,0,1,0
G083,Tube oesophagostomy,Abdominal,1,0,0,0,0,0,1,0
G088,Other specified artificial opening into oesophagus,Abdominal,1,0,0,0,0,0,1,0
G089,Unspecified artificial opening into oesophagus,Abdominal,1,0,0,0,0,0,1,0
G091,Cardiomyotomy,Abdominal,1,0,0,0,0,0,1,0
G092,Oesophagomyotomy NEC,Abdominal,1,0,0,0,0,0,1,0
G093,Division of web of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G094,Drainage of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G098,Other specified incision of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G099,Unspecified incision of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G101,Disconnection of azygos vein,Abdominal,1,0,0,0,0,0,1,0
G102,Transection of oesophagus using staple gun,Abdominal,1,0,0,0,0,0,1,0
G103,Transection of oesophagus NEC,Abdominal,1,0,0,0,0,0,1,0
G104,Local ligation of varices of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G105,Open injection sclerotherapy to varices of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G108,Other specified open operations on varices of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G109,Unspecified open operations on varices of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G111,Insertion of tubal prosthesis into oesophagus through stomach,Abdominal,1,0,0,0,0,0,1,0
G112,Open insertion of tubal prosthesis into oesophagus NEC,Abdominal,1,0,0,0,0,0,1,0
G113,Open revision of tubal prosthesis in oesophagus,Abdominal,1,0,0,0,0,0,1,0
G114,Open removal of tubal prosthesis from oesophagus,Abdominal,1,0,0,0,0,0,1,0
G118,Other specified open placement of prosthesis in oesophagus,Abdominal,1,0,0,0,0,0,1,0
G119,Unspecified open placement of prosthesis in oesophagus,Abdominal,1,0,0,0,0,0,1,0
G131,Open biopsy of lesion of oesophagus,Abdominal,1,0,0,0,0,0,1,0
G132,Open removal of foreign body from oesophagus,Abdominal,1,0,0,0,0,0,1,0
G138,Other specified other open operations on oesophagus,Abdominal,1,0,0,0,0,0,1,0
G139,Unspecified other open operations on oesophagus,Abdominal,1,0,0,0,0,0,1,0
G231,Repair of oesophageal hiatus using thoracic approach,Abdominal,1,0,0,0,0,0,1,0
G232,Repair of diaphragmatic hernia using thoracic approach NEC,Abdominal,1,0,0,0,0,0,1,0
G233,Repair of oesophageal hiatus using abdominal approach,Abdominal,1,0,0,0,0,0,1,0
G234,Repair of diaphragmatic hernia using abdominal approach NEC,Abdominal,1,0,0,0,0,0,1,0
G238,Other specified repair of diaphragmatic hernia,Abdominal,1,0,0,0,0,0,1,0
G239,Unspecified repair of diaphragmatic hernia,Abdominal,1,0,0,0,0,0,1,0
G241,Antireflux fundoplication using thoracic approach,Abdominal,1,0,0,0,0,0,1,0
G242,Antireflux operation using thoracic approach NEC,Abdominal,1,0,0,0,0,0,1,0
G243,Antireflux fundoplication using abdominal approach,Abdominal,1,0,0,0,0,0,1,0
G244,Antireflux gastropexy,Abdominal,1,0,0,0,0,0,1,0
G245,Gastroplasty and antireflux procedure HFQ,Abdominal,1,0,0,0,0,0,1,0
G246,Insertion of Angelchick prosthesis,Abdominal,1,0,0,0,0,0,1,0
G248,Other specified antireflux operations,Abdominal,1,0,0,0,0,0,1,0
G249,Unspecified antireflux operations,Abdominal,1,0,0,0,0,0,1,0
G251,Revision of fundoplication of stomach,Abdominal,1,0,0,0,0,0,1,0
G252,Adjustment to Angelchick prosthesis,Abdominal,1,0,0,0,0,0,1,0
G253,Removal of Angelchick prosthesis,Abdominal,1,0,0,0,0,0,1,0
G258,Other specified revision of antireflux operations,Abdominal,1,0,0,0,0,0,1,0
G259,Unspecified revision of antireflux operations,Abdominal,1,0,0,0,0,0,1,0
G261,Allotransplantation of stomach,Abdominal,1,0,0,0,0,0,1,0
G268,Other specified transplantation of stomach,Abdominal,1,0,0,0,0,0,1,0
G269,Unspecified transplantation of stomach,Abdominal,1,0,0,0,0,0,1,0
G271,Total gastrectomy and excision of surrounding tissue,Abdominal,1,0,0,0,0,0,1,0
G272,Total gastrectomy and anastomosis of oesophagus to duodenum,Abdominal,1,0,0,0,0,0,1,0
G273,Total gastrectomy and interposition of jejunum,Abdominal,1,0,0,0,0,0,1,0
G274,Total gastrectomy and anastomosis of oesophagus to transposed jejunum,Abdominal,1,0,0,0,0,0,1,0
G275,Total gastrectomy and anastomosis of oesophagus to jejunum NEC,Abdominal,1,0,0,0,0,0,1,0
G278,Other specified total excision of stomach,Abdominal,1,0,0,0,0,0,1,0
G279,Unspecified total excision of stomach,Abdominal,1,0,0,0,0,0,1,0
G281,Partial gastrectomy and anastomosis of stomach to duodenum,Abdominal,1,0,0,0,0,0,1,0
G282,Partial gastrectomy and anastomosis of stomach to transposed jejunum,Abdominal,1,0,0,0,0,0,1,0
G283,Partial gastrectomy and anastomosis of stomach to jejunum NEC,Abdominal,1,0,0,0,0,0,1,0
G284,Sleeve gastrectomy and duodenal switch,Abdominal,1,0,0,0,0,0,1,0
G285,Sleeve gastrectomy NEC,Abdominal,1,0,0,0,0,0,1,0
G288,Other specified partial excision of stomach,Abdominal,1,0,0,0,0,0,1,0
G289,Unspecified partial excision of stomach,Abdominal,1,0,0,0,0,0,1,0
G291,Open excision of polyp of stomach,Abdominal,1,0,0,0,0,0,1,0
G292,Open excision of lesion of stomach NEC,Abdominal,1,0,0,0,0,0,1,0
G293,Open laser destruction of lesion of stomach,Abdominal,1,0,0,0,0,0,1,0
G294,Diathermy to lesion of stomach,Abdominal,1,0,0,0,0,0,1,0
G295,Cryotherapy to lesion of stomach,Abdominal,1,0,0,0,0,0,1,0
G298,Other specified open extirpation of lesion of stomach,Abdominal,1,0,0,0,0,0,1,0
G299,Unspecified open extirpation of lesion of stomach,Abdominal,1,0,0,0,0,0,1,0
G301,Gastroplasty NEC,Abdominal,1,0,0,0,0,0,1,0
G302,Partitioning of stomach NEC,Abdominal,1,0,0,0,0,0,1,0
G303,Partitioning of stomach using band,Abdominal,1,0,0,0,0,0,1,0
G304,Partitioning of stomach using staples,Abdominal,1,0,0,0,0,0,1,0
G305,Maintenance of gastric band,Abdominal,1,0,0,0,0,0,1,0
G308,Other specified plastic operations on stomach,Abdominal,1,0,0,0,0,0,1,0
G309,Unspecified plastic operations on stomach,Abdominal,1,0,0,0,0,0,1,0
G310,Conversion from previous anastomosis of stomach to duodenum,Abdominal,1,0,0,0,0,0,1,0
G311,Bypass of stomach by anastomosis of oesophagus to duodenum,Abdominal,1,0,0,0,0,0,1,0
G312,Bypass of stomach by anastomosis of stomach to duodenum,Abdominal,1,0,0,0,0,0,1,0
G313,Revision of anastomosis of stomach to duodenum,Abdominal,1,0,0,0,0,0,1,0
G314,Conversion to anastomosis of stomach to duodenum,Abdominal,1,0,0,0,0,0,1,0
G315,Closure of connection of stomach to duodenum,Abdominal,1,0,0,0,0,0,1,0
G316,Attention to connection of stomach to duodenum,Abdominal,1,0,0,0,0,0,1,0
G318,Other specified connection of stomach to duodenum,Abdominal,1,0,0,0,0,0,1,0
G319,Unspecified connection of stomach to duodenum,Abdominal,1,0,0,0,0,0,1,0
G320,Conversion from previous anastomosis of stomach to transposed jejunum,Abdominal,1,0,0,0,0,0,1,0
G321,Bypass of stomach by anastomosis of stomach to transposed jejunum,Abdominal,1,0,0,0,0,0,1,0
G322,Revision of anastomosis of stomach to transposed jejunum,Abdominal,1,0,0,0,0,0,1,0
G323,Conversion to anastomosis of stomach to transposed jejunum,Abdominal,1,0,0,0,0,0,1,0
G324,Closure of connection of stomach to transposed jejunum,Abdominal,1,0,0,0,0,0,1,0
G325,Attention to connection of stomach to transposed jejunum,Abdominal,1,0,0,0,0,0,1,0
G328,Other specified connection of stomach to transposed jejunum,Abdominal,1,0,0,0,0,0,1,0
G329,Unspecified connection of stomach to transposed jejunum,Abdominal,1,0,0,0,0,0,1,0
G330,Conversion from previous anastomosis of stomach to jejunum NEC,Abdominal,1,0,0,0,0,0,1,0
G331,Bypass of stomach by anastomosis of stomach to jejunum NEC,Abdominal,1,0,0,0,0,0,1,0
G332,Revision of anastomosis of stomach to jejunum NEC,Abdominal,1,0,0,0,0,0,1,0
G333,Conversion to anastomosis of stomach to jejunum NEC,Abdominal,1,0,0,0,0,0,1,0
G334,Open reduction of intussusception of gastroenterostomy,Abdominal,1,0,0,0,0,0,1,0
G335,Closure of connection of stomach to jejunum NEC,Abdominal,1,0,0,0,0,0,1,0
G336,Attention to connection of stomach to jejunum,Abdominal,1,0,0,0,0,0,1,0
G338,Other specified other connection of stomach to jejunum,Abdominal,1,0,0,0,0,0,1,0
G339,Unspecified other connection of stomach to jejunum,Abdominal,1,0,0,0,0,0,1,0
G341,Creation of permanent gastrostomy,Abdominal,1,0,0,0,0,0,1,0
G342,Creation of temporary gastrostomy,Abdominal,1,0,0,0,0,0,1,0
G343,Reconstruction of gastrostomy,Abdominal,1,0,0,0,0,0,1,0
G344,Closure of gastrostomy,Abdominal,1,0,0,0,0,0,1,0
G345,Attention to gastrostomy tube,Abdominal,1,0,0,0,0,0,1,0
G348,Other specified artificial opening into stomach,Abdominal,1,0,0,0,0,0,1,0
G349,Unspecified artificial opening into stomach,Abdominal,1,0,0,0,0,0,1,0
G351,Closure of perforated ulcer of stomach,Abdominal,1,0,0,0,0,0,1,0
G352,Closure of ulcer of stomach NEC,Abdominal,1,0,0,0,0,0,1,0
G358,Other specified operations on ulcer of stomach,Abdominal,1,0,0,0,0,0,1,0
G359,Unspecified operations on ulcer of stomach,Abdominal,1,0,0,0,0,0,1,0
G361,Gastropexy NEC,Abdominal,1,0,0,0,0,0,1,0
G362,Closure of perforation of stomach NEC,Abdominal,1,0,0,0,0,0,1,0
G363,Closure of abnormal opening of stomach NEC,Abdominal,1,0,0,0,0,0,1,0
G368,Other specified other repair of stomach,Abdominal,1,0,0,0,0,0,1,0
G369,Unspecified other repair of stomach,Abdominal,1,0,0,0,0,0,1,0
G381,Open biopsy of lesion of stomach,Abdominal,1,0,0,0,0,0,1,0
G382,Open insertion of prosthesis into stomach,Abdominal,1,0,0,0,0,0,1,0
G383,Open insertion of feeding tube into stomach,Abdominal,1,0,0,0,0,0,1,0
G384,Open removal of foreign body from stomach,Abdominal,1,0,0,0,0,0,1,0
G385,Incision of stomach NEC,Abdominal,1,0,0,0,0,0,1,0
G386,Reduction of volvulus of stomach,Abdominal,1,0,0,0,0,0,1,0
G387,Removal of gastric band,Abdominal,1,0,0,0,0,0,1,0
G388,Other specified other open operations on stomach,Abdominal,1,0,0,0,0,0,1,0
G389,Unspecified other open operations on stomach,Abdominal,1,0,0,0,0,0,1,0
G401,Pyloromyotomy,Abdominal,1,0,0,0,0,0,1,0
G402,Repair of congenital atresia of pylorus,Abdominal,1,0,0,0,0,0,1,0
G403,Pyloroplasty NEC,Abdominal,1,0,0,0,0,0,1,0
G404,Revision of pyloroplasty,Abdominal,1,0,0,0,0,0,1,0
G405,Closure of pyloroplasty,Abdominal,1,0,0,0,0,0,1,0
G406,Open dilation of pylorus,Abdominal,1,0,0,0,0,0,1,0
G408,Other specified incision of pylorus,Abdominal,1,0,0,0,0,0,1,0
G409,Unspecified incision of pylorus,Abdominal,1,0,0,0,0,0,1,0
G411,Open biopsy of lesion of pylorus,Abdominal,1,0,0,0,0,0,1,0
G412,Repair of perforation of pylorus,Abdominal,1,0,0,0,0,0,1,0
G418,Other specified other operations on pylorus,Abdominal,1,0,0,0,0,0,1,0
G419,Unspecified other operations on pylorus,Abdominal,1,0,0,0,0,0,1,0
G488,Other specified other operations on stomach,Abdominal,1,0,0,0,0,0,1,0
G489,Unspecified other operations on stomach,Abdominal,1,0,0,0,0,0,1,0
G491,Gastroduodenectomy,Abdominal,1,0,0,0,0,0,1,0
G492,Total excision of duodenum,Abdominal,1,0,0,0,0,0,1,0
G493,Partial excision of duodenum,Abdominal,1,0,0,0,0,0,1,0
G498,Other specified excision of duodenum,Abdominal,1,0,0,0,0,0,1,0
G499,Unspecified excision of duodenum,Abdominal,1,0,0,0,0,0,1,0
G501,Excision of lesion of duodenum,Abdominal,1,0,0,0,0,0,1,0
G502,Open destruction of lesion of duodenum,Abdominal,1,0,0,0,0,0,1,0
G508,Other specified open extirpation of lesion of duodenum,Abdominal,1,0,0,0,0,0,1,0
G509,Unspecified open extirpation of lesion of duodenum,Abdominal,1,0,0,0,0,0,1,0
G511,Bypass of duodenum by anastomosis of stomach to jejunum,Abdominal,1,0,0,0,0,0,1,0
G512,Bypass of duodenum by anastomosis of duodenum to duodenum,Abdominal,1,0,0,0,0,0,1,0
G513,Bypass of duodenum by anastomosis of duodenum to jejunum,Abdominal,1,0,0,0,0,0,1,0
G514,Bypass of duodenum by anastomosis of duodenum to colon,Abdominal,1,0,0,0,0,0,1,0
G518,Other specified bypass of duodenum,Abdominal,1,0,0,0,0,0,1,0
G519,Unspecified bypass of duodenum,Abdominal,1,0,0,0,0,0,1,0
G521,Closure of perforated ulcer of duodenum,Abdominal,1,0,0,0,0,0,1,0
G522,Suture of ulcer of duodenum NEC,Abdominal,1,0,0,0,0,0,1,0
G523,Oversew of blood vessel of duodenal ulcer,Abdominal,1,0,0,0,0,0,1,0
G528,Other specified operations on ulcer of duodenum,Abdominal,1,0,0,0,0,0,1,0
G529,Unspecified operations on ulcer of duodenum,Abdominal,1,0,0,0,0,0,1,0
G531,Open biopsy of lesion of duodenum,Abdominal,1,0,0,0,0,0,1,0
G532,Closure of perforation of duodenum NEC,Abdominal,1,0,0,0,0,0,1,0
G533,Open removal of foreign body from duodenum,Abdominal,1,0,0,0,0,0,1,0
G534,Open insertion of tubal prosthesis into duodenum,Abdominal,1,0,0,0,0,0,1,0
G535,Incision of duodenum NEC,Abdominal,1,0,0,0,0,0,1,0
G536,Correction of malrotation of duodenum,Abdominal,1,0,0,0,0,0,1,0
G538,Other specified other open operations on duodenum,Abdominal,1,0,0,0,0,0,1,0
G539,Unspecified other open operations on duodenum,Abdominal,1,0,0,0,0,0,1,0
G578,Other specified other operations on duodenum,Abdominal,1,0,0,0,0,0,1,0
G579,Unspecified other operations on duodenum,Abdominal,1,0,0,0,0,0,1,0
G581,Total jejunectomy and anastomosis of stomach to ileum,Abdominal,1,0,0,0,0,0,1,0
G582,Total jejunectomy and anastomosis of duodenum to ileum,Abdominal,1,0,0,0,0,0,1,0
G583,Total jejunectomy and anastomosis of duodenum to colon,Abdominal,1,0,0,0,0,0,1,0
G584,Partial jejunectomy and anastomosis of jejunum to ileum,Abdominal,1,0,0,0,0,0,1,0
G585,Partial jejunectomy and anastomosis of duodenum to colon,Abdominal,1,0,0,0,0,0,1,0
G588,Other specified excision of jejunum,Abdominal,1,0,0,0,0,0,1,0
G589,Unspecified excision of jejunum,Abdominal,1,0,0,0,0,0,1,0
G591,Excision of lesion of jejunum,Abdominal,1,0,0,0,0,0,1,0
G592,Open destruction of lesion of jejunum,Abdominal,1,0,0,0,0,0,1,0
G598,Other specified extirpation of lesion of jejunum,Abdominal,1,0,0,0,0,0,1,0
G599,Unspecified extirpation of lesion of jejunum,Abdominal,1,0,0,0,0,0,1,0
G601,Creation of jejunostomy,Abdominal,1,0,0,0,0,0,1,0
G602,Refashioning of jejunostomy,Abdominal,1,0,0,0,0,0,1,0
G603,Closure of jejunostomy,Abdominal,1,0,0,0,0,0,1,0
G604,Attention to jejunostomy tube,Abdominal,1,0,0,0,0,0,1,0
G608,Other specified artificial opening into jejunum,Abdominal,1,0,0,0,0,0,1,0
G609,Unspecified artificial opening into jejunum,Abdominal,1,0,0,0,0,0,1,0
G611,Bypass of jejunum by anastomosis of jejunum to jejunum,Abdominal,1,0,0,0,0,0,1,0
G612,Bypass of jejunum by anastomosis of jejunum to ileum,Abdominal,1,0,0,0,0,0,1,0
G613,Bypass of jejunum by anastomosis of jejunum to colon,Abdominal,1,0,0,0,0,0,1,0
G618,Other specified bypass of jejunum,Abdominal,1,0,0,0,0,0,1,0
G619,Unspecified bypass of jejunum,Abdominal,1,0,0,0,0,0,1,0
G621,Open jejunoscopy,Abdominal,1,0,0,0,0,0,0,1
G628,Other specified open endoscopic operations on jejunum,Abdominal,1,0,0,0,0,0,0,1
G629,Unspecified open endoscopic operations on jejunum,Abdominal,1,0,0,0,0,0,0,1
G631,Open biopsy of lesion of jejunum,Abdominal,1,0,0,0,0,0,1,0
G632,Incision of jejunum,Abdominal,1,0,0,0,0,0,1,0
G633,Closure of perforation of jejunum,Abdominal,1,0,0,0,0,0,1,0
G634,Open intubation of jejunum,Abdominal,1,0,0,0,0,0,1,0
G638,Other specified other open operations on jejunum,Abdominal,1,0,0,0,0,0,1,0
G639,Unspecified other open operations on jejunum,Abdominal,1,0,0,0,0,0,1,0
G678,Other specified other operations on jejunum,Abdominal,1,0,0,0,0,0,1,0
G679,Unspecified other operations on jejunum,Abdominal,1,0,0,0,0,0,1,0
G681,Allotransplantation of ileum,Abdominal,1,0,0,0,0,0,1,0
G688,Other specified transplantation of ileum,Abdominal,1,0,0,0,0,0,1,0
G689,Unspecified transplantation of ileum,Abdominal,1,0,0,0,0,0,1,0
G691,Ileectomy and anastomosis of stomach to ileum,Abdominal,1,0,0,0,0,0,1,0
G692,Ileectomy and anastomosis of duodenum to ileum,Abdominal,1,0,0,0,0,0,1,0
G693,Ileectomy and anastomosis of ileum to ileum,Abdominal,1,0,0,0,0,0,1,0
G694,Ileectomy and anastomosis of ileum to colon,Abdominal,1,0,0,0,0,0,1,0
G698,Other specified excision of ileum,Abdominal,1,0,0,0,0,0,1,0
G699,Unspecified excision of ileum,Abdominal,1,0,0,0,0,0,1,0
G701,Excision of Meckel's diverticulum,Abdominal,1,0,0,0,0,0,1,0
G702,Excision of lesion of ileum NEC,Abdominal,1,0,0,0,0,0,1,0
G703,Open destruction of lesion of ileum,Abdominal,1,0,0,0,0,0,1,0
G708,Other specified open extirpation of lesion of ileum,Abdominal,1,0,0,0,0,0,1,0
G709,Unspecified open extirpation of lesion of ileum,Abdominal,1,0,0,0,0,0,1,0
